#
#   VizieR Astronomical Server: vizier.cfa.harvard.edu	2009-01-09T21:25:23
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	-ref=VOTx29957	
#INFO	-out.max=50000	

#RESOURCE=yCat_6049
#Name: VI/49
#Title: Constellation Boundary Data (Davenhall+ 1989)
#INFO	status=obsolete	
#Table	VI_49_bound_20:
#Name: VI/49/bound_20
#Title: Boundaries for 2000
#Column	RAJ2000	(A13)	Right ascension in decimal hours (J2000)	[ucd=?]
#Column	DEJ2000	(F11.7)	Declination in degrees (J2000)	[ucd=?]
#Column	con	(a4)	Constellation abbreviation	[ucd=?]
#Column	type	(A1)	[OI] Type of point (Original or Interpolated)	[ucd=?]
RAJ2000	DEJ2000	con	type
23 27 33.2845	-68.8125763	TUC 	I
23 27 37.0199	-69.8125534	TUC 	I
23 27 41.1329	-70.8125381	TUC 	I
23 27 45.6783	-71.8125229	TUC 	I
23 27 50.7323	-72.8125000	TUC 	I
23 27 56.3901	-73.8124771	TUC 	I
23 27 59.4799	-74.3124619	TUC 	O
23 31 49.2042	-74.3107071	TUC 	I
23 35 38.9007	-74.3091431	TUC 	I
23 39 28.5426	-74.3077927	TUC 	I
23 43 18.2049	-74.3066330	TUC 	I
23 47 07.8533	-74.3056793	TUC 	I
23 50 57.4609	-74.3049316	TUC 	I
23 54 47.0887	-74.3043823	TUC 	I
23 58 36.7101	-74.3040390	TUC 	I
00 02 26.2953	-74.3039017	TUC 	I
00 06 15.9135	-74.3039627	TUC 	I
00 06 15.9113	-74.3039627	TUC 	I
00 06 15.9113	-74.3039627	TUC 	O
00 10 05.5315	-74.3042221	TUC 	I
00 13 55.1223	-74.3046875	TUC 	I
00 17 44.7555	-74.3053589	TUC 	I
00 21 34.3987	-74.3062286	TUC 	I
00 25 24.0211	-74.3073044	TUC 	I
00 29 13.6935	-74.3085785	TUC 	I
00 33 03.3851	-74.3100586	TUC 	I
00 36 53.0633	-74.3117371	TUC 	I
00 40 42.8001	-74.3136139	TUC 	I
00 44 32.5641	-74.3156967	TUC 	I
00 48 22.3229	-74.3179779	TUC 	I
00 49 19.7850	-74.3185730	TUC 	O
00 49 10.8995	-75.3185272	TUC 	O
00 53 00.0053	-75.3210526	TUC 	I
00 56 49.1151	-75.3237686	TUC 	I
01 00 38.2997	-75.3266830	TUC 	I
01 04 27.5286	-75.3297958	TUC 	I
01 08 16.7694	-75.3330994	TUC 	I
01 12 06.0937	-75.3366013	TUC 	I
01 15 55.4709	-75.3402939	TUC 	I
01 19 44.8687	-75.3441772	TUC 	I
01 22 36.9721	-75.3472214	TUC 	O
01 22 52.1421	-74.3473587	TUC 	I
01 23 05.5335	-73.3474731	TUC 	I
01 23 17.4480	-72.3475876	TUC 	I
01 23 28.1238	-71.3476868	TUC 	I
01 23 37.7495	-70.3477707	TUC 	I
01 23 46.4781	-69.3478470	TUC 	I
01 23 54.4347	-68.3479156	TUC 	I
01 24 01.7205	-67.3479843	TUC 	I
01 24 08.4215	-66.3480453	TUC 	I
01 24 14.6091	-65.3480988	TUC 	I
01 24 20.3433	-64.3481522	TUC 	I
01 24 25.6749	-63.3481979	TUC 	I
01 24 30.6483	-62.3482437	TUC 	I
01 24 35.3013	-61.3482819	TUC 	I
01 24 39.6659	-60.3483276	TUC 	I
01 24 43.7709	-59.3483620	TUC 	I
01 24 47.6409	-58.3483963	TUC 	I
01 24 49.4949	-57.8484154	TUC 	O
01 20 53.8969	-57.8442802	TUC 	I
01 16 58.2903	-57.8403358	TUC 	I
01 13 02.7073	-57.8365936	TUC 	I
01 09 07.1827	-57.8330460	TUC 	I
01 05 11.6451	-57.8297005	TUC 	I
01 01 16.1281	-57.8265533	TUC 	I
00 57 20.6658	-57.8236084	TUC 	I
00 53 25.1862	-57.8208656	TUC 	I
00 49 29.7235	-57.8183289	TUC 	I
00 45 34.3116	-57.8159943	TUC 	I
00 41 38.8785	-57.8138618	TUC 	I
00 37 43.4583	-57.8119354	TUC 	I
00 33 48.0849	-57.8102150	TUC 	I
00 29 52.6866	-57.8087006	TUC 	I
00 25 57.2970	-57.8073959	TUC 	I
00 22 01.9506	-57.8062935	TUC 	I
00 18 06.5751	-57.8054008	TUC 	I
00 14 11.2045	-57.8047142	TUC 	I
00 10 15.8733	-57.8042374	TUC 	I
00 06 20.5089	-57.8039665	TUC 	I
00 06 20.5110	-57.8039665	TUC 	I
00 02 25.1481	-57.8039055	TUC 	I
23 58 29.8161	-57.8040504	TUC 	I
23 54 34.4545	-57.8044014	TUC 	I
23 50 39.0861	-57.8049622	TUC 	I
23 46 43.7451	-57.8057327	TUC 	I
23 42 48.3631	-57.8067093	TUC 	I
23 38 52.9811	-57.8078918	TUC 	I
23 34 57.6264	-57.8092804	TUC 	I
23 31 02.2239	-57.8108788	TUC 	I
23 27 06.8145	-57.8126793	TUC 	O
23 27 05.2143	-56.8126869	TUC 	I
23 27 04.4453	-56.3126869	TUC 	O
23 23 08.8023	-56.3146973	TUC 	I
23 19 13.1045	-56.3169136	TUC 	I
23 15 17.3995	-56.3193321	TUC 	I
23 11 21.7155	-56.3219566	TUC 	I
23 07 25.9763	-56.3247833	TUC 	I
23 03 30.2166	-56.3278122	TUC 	I
22 59 34.4843	-56.3310394	TUC 	I
22 55 38.6832	-56.3344688	TUC 	I
22 51 42.8688	-56.3381004	TUC 	I
22 47 47.0677	-56.3419266	TUC 	I
22 43 51.2051	-56.3459511	TUC 	I
22 39 55.3147	-56.3501701	TUC 	I
22 35 59.4453	-56.3545876	TUC 	I
22 32 03.5001	-56.3591957	TUC 	I
22 28 07.5342	-56.3639984	TUC 	I
22 24 11.5686	-56.3689880	TUC 	I
22 20 15.5411	-56.3741684	TUC 	I
22 16 19.4793	-56.3795395	TUC 	I
22 12 23.4173	-56.3850937	TUC 	I
22 08 27.2868	-56.3908348	TUC 	O
22 08 32.0589	-57.3907738	TUC 	I
22 08 37.0921	-58.3907127	TUC 	I
22 08 42.4205	-59.3906479	TUC 	I
22 08 48.0786	-60.3905792	TUC 	I
22 08 54.0867	-61.3904991	TUC 	I
22 09 00.5001	-62.3904190	TUC 	I
22 09 07.3527	-63.3903389	TUC 	I
22 09 14.6999	-64.3902512	TUC 	I
22 09 22.6029	-65.3901520	TUC 	I
22 09 31.1310	-66.3900452	TUC 	I
22 09 35.6562	-66.8899918	TUC 	O
22 13 29.6101	-66.8843002	TUC 	I
22 17 23.4816	-66.8787994	TUC 	I
22 21 17.3391	-66.8734741	TUC 	I
22 25 11.1421	-66.8683472	TUC 	I
22 29 04.8761	-66.8634033	TUC 	I
22 32 58.5895	-66.8586426	TUC 	I
22 36 52.2619	-66.8540802	TUC 	I
22 40 45.8519	-66.8497086	TUC 	I
22 44 39.4419	-66.8455276	TUC 	I
22 48 32.9976	-66.8415451	TUC 	I
22 52 26.4843	-66.8377533	TUC 	I
22 56 19.9713	-66.8341599	TUC 	I
23 00 13.4172	-66.8307648	TUC 	I
23 04 06.8009	-66.8275681	TUC 	I
23 08 00.2055	-66.8245697	TUC 	I
23 11 53.5689	-66.8217697	TUC 	I
23 15 46.8705	-66.8191757	TUC 	I
23 19 40.1927	-66.8167801	TUC 	I
23 23 33.4871	-66.8145828	TUC 	I
23 27 26.7339	-66.8125992	TUC 	O
10 13 33.0708	 41.3828621	UMA 	I
10 09 35.3469	 41.3885498	UMA 	I
10 05 37.6371	 41.3944206	UMA 	I
10 01 39.8727	 41.4004745	UMA 	I
09 57 42.0837	 41.4067078	UMA 	I
09 53 44.3087	 41.4131241	UMA 	I
09 49 46.4754	 41.4197159	UMA 	I
09 45 48.6180	 41.4264832	UMA 	I
09 42 50.2171	 41.4316750	UMA 	O
09 38 52.3529	 41.4387436	UMA 	I
09 34 54.4267	 41.4459839	UMA 	I
09 30 56.4732	 41.4533920	UMA 	I
09 26 58.5297	 41.4609642	UMA 	I
09 23 00.5215	 41.4687004	UMA 	I
09 19 02.4819	 41.4765968	UMA 	I
09 18 02.9977	 41.4785957	UMA 	O
09 18 06.5103	 42.4785347	UMA 	I
09 18 10.1322	 43.4784737	UMA 	I
09 18 13.8777	 44.4784126	UMA 	I
09 18 17.7537	 45.4783440	UMA 	I
09 18 21.7707	 46.4782791	UMA 	O
09 14 24.0713	 46.4863625	UMA 	I
09 10 26.3341	 46.4945984	UMA 	I
09 06 28.5933	 46.5029907	UMA 	I
09 02 30.7875	 46.5115318	UMA 	I
08 58 32.9401	 46.5202217	UMA 	I
08 54 35.0931	 46.5290565	UMA 	I
08 50 37.1703	 46.5380363	UMA 	I
08 46 39.2099	 46.5471573	UMA 	I
08 42 41.2463	 46.5564117	UMA 	I
08 38 43.2067	 46.5658035	UMA 	I
08 34 45.1225	 46.5753250	UMA 	I
08 33 45.6249	 46.5777283	UMA 	O
08 33 50.6409	 47.5776253	UMA 	I
08 33 55.8558	 48.5775185	UMA 	I
08 34 01.2803	 49.5774117	UMA 	I
08 34 06.9315	 50.5772972	UMA 	I
08 34 12.8262	 51.5771751	UMA 	I
08 34 18.9891	 52.5770531	UMA 	I
08 34 25.4367	 53.5769234	UMA 	I
08 34 32.1999	 54.5767860	UMA 	I
08 34 39.2999	 55.5766411	UMA 	I
08 34 46.7742	 56.5764923	UMA 	I
08 34 54.6531	 57.5763321	UMA 	I
08 35 02.9789	 58.5761642	UMA 	I
08 35 11.7921	 59.5759888	UMA 	O
08 31 14.8203	 59.5856247	UMA 	I
08 27 17.7833	 59.5953903	UMA 	I
08 23 20.7121	 59.6052742	UMA 	I
08 19 23.5380	 59.6152840	UMA 	I
08 15 26.2915	 59.6254082	UMA 	I
08 11 29.0145	 59.6356468	UMA 	I
08 08 30.9843	 59.6433983	UMA 	O
08 08 41.1468	 60.6431770	UMA 	I
08 08 51.9579	 61.6429367	UMA 	I
08 09 03.4902	 62.6426849	UMA 	I
08 09 15.8292	 63.6424179	UMA 	I
08 09 29.0679	 64.6421280	UMA 	I
08 09 43.3191	 65.6418152	UMA 	I
08 09 58.7139	 66.6414795	UMA 	I
08 10 15.4027	 67.6411133	UMA 	I
08 10 33.5712	 68.6407166	UMA 	I
08 10 53.4393	 69.6402817	UMA 	I
08 11 15.2643	 70.6398087	UMA 	I
08 11 39.3723	 71.6392822	UMA 	I
08 12 06.1517	 72.6386948	UMA 	I
08 12 20.6949	 73.1383743	UMA 	O
08 16 15.4485	 73.1281662	UMA 	I
08 20 10.1029	 73.1180649	UMA 	I
08 24 04.6231	 73.1080780	UMA 	I
08 27 58.9857	 73.0982132	UMA 	I
08 31 53.2485	 73.0884705	UMA 	I
08 35 47.3841	 73.0788498	UMA 	I
08 39 41.3586	 73.0693588	UMA 	I
08 43 35.2506	 73.0600052	UMA 	I
08 47 29.0159	 73.0507736	UMA 	I
08 51 22.6296	 73.0416870	UMA 	I
08 55 16.1613	 73.0327301	UMA 	I
08 59 09.5795	 73.0239182	UMA 	I
09 03 02.8501	 73.0152512	UMA 	I
09 06 56.0419	 73.0067291	UMA 	I
09 10 49.1271	 72.9983521	UMA 	I
09 14 42.0717	 72.9901276	UMA 	I
09 18 34.9441	 72.9820557	UMA 	I
09 22 27.7137	 72.9741364	UMA 	O
09 26 20.3489	 72.9663773	UMA 	I
09 30 12.9193	 72.9587784	UMA 	I
09 34 05.3969	 72.9513321	UMA 	I
09 37 57.7405	 72.9440613	UMA 	I
09 41 50.0327	 72.9369507	UMA 	I
09 45 42.2319	 72.9300079	UMA 	I
09 49 34.3113	 72.9232330	UMA 	I
09 53 26.3393	 72.9166260	UMA 	I
09 57 18.2847	 72.9101944	UMA 	I
10 01 10.1169	 72.9039383	UMA 	I
10 05 01.9043	 72.8978653	UMA 	I
10 08 53.6161	 72.8919601	UMA 	I
10 12 45.2217	 72.8862381	UMA 	I
10 16 36.7896	 72.8806992	UMA 	I
10 20 28.2851	 72.8753433	UMA 	I
10 24 19.6848	 72.8701706	UMA 	I
10 28 11.0535	 72.8651810	UMA 	I
10 32 02.3604	 72.8603821	UMA 	I
10 35 53.5743	 72.8557739	UMA 	I
10 39 44.7645	 72.8513489	UMA 	I
10 43 35.9029	 72.8471146	UMA 	I
10 47 26.9523	 72.8430786	UMA 	I
10 51 17.9913	 72.8392334	UMA 	I
10 55 08.9825	 72.8355789	UMA 	I
10 58 59.8911	 72.8321228	UMA 	I
11 02 50.7963	 72.8288651	UMA 	I
11 06 41.6567	 72.8257980	UMA 	I
11 10 32.4487	 72.8229294	UMA 	I
11 14 23.2440	 72.8202667	UMA 	I
11 18 14.0015	 72.8177948	UMA 	I
11 22 04.6971	 72.8155289	UMA 	I
11 25 55.4031	 72.8134613	UMA 	I
11 27 50.7287	 72.8125000	UMA 	O
11 27 45.6750	 71.8125229	UMA 	I
11 27 41.1293	 70.8125381	UMA 	I
11 27 37.0199	 69.8125534	UMA 	I
11 27 33.2845	 68.8125763	UMA 	I
11 27 29.8685	 67.8125839	UMA 	I
11 27 26.7339	 66.8125992	UMA 	I
11 27 23.8431	 65.8126068	UMA 	O
11 31 17.4159	 65.8108215	UMA 	I
11 35 10.9749	 65.8092346	UMA 	I
11 39 04.4859	 65.8078537	UMA 	I
11 42 58.0209	 65.8066788	UMA 	I
11 46 51.5457	 65.8057175	UMA 	I
11 50 45.0258	 65.8049545	UMA 	I
11 54 38.5365	 65.8043976	UMA 	I
11 58 32.0441	 65.8040466	UMA 	I
12 02 25.5174	 65.8039017	UMA 	I
12 06 19.0213	 65.8039627	UMA 	O
12 06 19.2549	 64.8039627	UMA 	I
12 06 19.4745	 63.8039589	UMA 	I
12 06 19.5743	 63.3039627	UMA 	O
12 10 13.7719	 63.3042297	UMA 	I
12 14 07.9386	 63.3047066	UMA 	I
12 18 02.1431	 63.3053894	UMA 	I
12 21 56.3508	 63.3062782	UMA 	I
12 25 50.5347	 63.3073730	UMA 	I
12 29 44.7633	 63.3086739	UMA 	I
12 33 39.0021	 63.3101807	UMA 	I
12 37 33.2169	 63.3118935	UMA 	I
12 41 27.4833	 63.3138084	UMA 	I
12 45 21.7667	 63.3159294	UMA 	I
12 49 16.0331	 63.3182526	UMA 	I
12 53 10.3506	 63.3207817	UMA 	I
12 57 04.6926	 63.3235092	UMA 	I
13 00 59.0173	 63.3264389	UMA 	I
13 04 53.4036	 63.3295708	UMA 	I
13 08 47.8140	 63.3329010	UMA 	I
13 12 42.2175	 63.3364296	UMA 	I
13 16 36.6831	 63.3401566	UMA 	I
13 20 31.1795	 63.3440819	UMA 	I
13 24 25.6755	 63.3481979	UMA 	I
13 28 20.2371	 63.3525124	UMA 	I
13 32 14.8333	 63.3570175	UMA 	I
13 34 12.1293	 63.3593445	UMA 	O
13 34 17.6739	 62.3593979	UMA 	O
13 38 12.5513	 62.3641968	UMA 	I
13 42 07.4322	 62.3691826	UMA 	I
13 46 02.3851	 62.3743591	UMA 	I
13 49 57.3795	 62.3797226	UMA 	I
13 53 52.3803	 62.3852730	UMA 	I
13 57 47.4603	 62.3910065	UMA 	I
14 01 42.5881	 62.3969231	UMA 	I
14 05 37.7196	 62.4030151	UMA 	I
14 09 32.9371	 62.4092903	UMA 	I
14 13 28.2025	 62.4157448	UMA 	I
14 17 23.4849	 62.4223709	UMA 	I
14 21 18.8499	 62.4291687	UMA 	I
14 25 14.2698	 62.4361420	UMA 	I
14 28 10.8609	 62.4414825	UMA 	O
14 28 18.8055	 61.4416008	UMA 	I
14 28 26.2524	 60.4417229	UMA 	I
14 28 33.2562	 59.4418259	UMA 	I
14 28 39.8583	 58.4419250	UMA 	I
14 28 46.0963	 57.4420204	UMA 	I
14 28 52.0014	 56.4421120	UMA 	I
14 28 57.6045	 55.4421959	UMA 	I
14 29 00.2997	 54.9422379	UMA 	O
14 25 03.6678	 54.9351044	UMA 	I
14 21 07.0809	 54.9281387	UMA 	I
14 17 10.5655	 54.9213486	UMA 	I
14 13 14.0505	 54.9147339	UMA 	I
14 09 17.5767	 54.9082909	UMA 	I
14 06 20.2539	 54.9035759	UMA 	O
14 06 24.7273	 53.9036369	UMA 	I
14 06 28.9883	 52.9036942	UMA 	I
14 06 33.0599	 51.9037476	UMA 	I
14 06 36.9533	 50.9037971	UMA 	I
14 06 40.6818	 49.9038467	UMA 	I
14 06 44.2591	 48.9038925	UMA 	I
14 06 47.6957	 47.9039383	UMA 	O
14 02 50.5215	 47.8977890	UMA 	I
13 58 53.3370	 47.8918228	UMA 	I
13 54 56.1765	 47.8860397	UMA 	I
13 50 59.0813	 47.8804398	UMA 	I
13 47 01.9755	 47.8750267	UMA 	I
13 43 04.8907	 47.8698044	UMA 	I
13 39 07.8675	 47.8647728	UMA 	I
13 35 10.8273	 47.8599281	UMA 	O
13 35 08.2147	 48.8599052	UMA 	I
13 35 05.4953	 49.8598785	UMA 	I
13 35 02.6631	 50.8598480	UMA 	I
13 34 59.7036	 51.8598213	UMA 	I
13 34 58.1757	 52.3598061	UMA 	O
13 31 01.6745	 52.3551674	UMA 	I
13 27 05.2351	 52.3507195	UMA 	I
13 23 08.7817	 52.3464699	UMA 	I
13 19 12.3492	 52.3424149	UMA 	I
13 15 15.9747	 52.3385582	UMA 	I
13 11 19.5799	 52.3348999	UMA 	I
13 07 23.2057	 52.3314438	UMA 	I
13 03 26.8863	 52.3281860	UMA 	I
12 59 30.5463	 52.3251305	UMA 	I
12 55 34.2235	 52.3222771	UMA 	I
12 51 37.9487	 52.3196259	UMA 	I
12 47 41.6537	 52.3171806	UMA 	I
12 43 45.3684	 52.3149376	UMA 	I
12 39 49.1317	 52.3129044	UMA 	I
12 35 52.8669	 52.3110733	UMA 	I
12 31 56.6130	 52.3094521	UMA 	I
12 28 00.4037	 52.3080330	UMA 	I
12 24 04.1631	 52.3068275	UMA 	I
12 20 07.9296	 52.3058243	UMA 	I
12 16 11.7339	 52.3050346	UMA 	I
12 12 15.5106	 52.3044472	UMA 	I
12 11 16.4454	 52.3043365	UMA 	O
12 11 16.7165	 51.3043327	UMA 	I
12 11 16.9775	 50.3043365	UMA 	I
12 11 17.2281	 49.3043365	UMA 	I
12 11 17.4685	 48.3043365	UMA 	I
12 11 17.7018	 47.3043365	UMA 	I
12 11 17.9250	 46.3043365	UMA 	I
12 11 18.1381	 45.3043365	UMA 	I
12 11 18.3441	 44.3043365	UMA 	O
12 07 21.2315	 44.3040123	UMA 	I
12 06 21.9399	 44.3039627	UMA 	O
12 06 22.0151	 43.3039627	UMA 	I
12 06 22.0907	 42.3039627	UMA 	I
12 06 22.1663	 41.3039627	UMA 	I
12 06 22.2383	 40.3039627	UMA 	I
12 06 22.3071	 39.3039627	UMA 	I
12 06 22.3722	 38.3039627	UMA 	I
12 06 22.4373	 37.3039627	UMA 	I
12 06 22.5029	 36.3039627	UMA 	I
12 06 22.5645	 35.3039627	UMA 	I
12 06 22.6227	 34.3039627	UMA 	I
12 06 22.6815	 33.3039627	UMA 	O
12 06 22.7397	 32.3039627	UMA 	I
12 06 22.7981	 31.3039627	UMA 	I
12 06 22.8528	 30.3039627	UMA 	I
12 06 22.9079	 29.3039646	UMA 	I
12 06 22.9593	 28.3039627	UMA 	O
12 02 24.5353	 28.3038998	UMA 	I
11 58 26.1459	 28.3040466	UMA 	O
11 54 27.7185	 28.3044052	UMA 	I
11 50 29.2945	 28.3049736	UMA 	I
11 46 30.9051	 28.3057518	UMA 	I
11 42 32.4741	 28.3067417	UMA 	I
11 38 34.0433	 28.3079395	UMA 	I
11 34 35.6433	 28.3093472	UMA 	I
11 30 37.2093	 28.3109646	UMA 	I
11 26 38.7683	 28.3127899	UMA 	I
11 22 40.3579	 28.3148251	UMA 	I
11 18 41.9065	 28.3170643	UMA 	I
11 14 43.4519	 28.3195133	UMA 	I
11 10 45.0246	 28.3221664	UMA 	I
11 06 46.5595	 28.3250256	UMA 	O
11 06 47.4897	 29.3250198	UMA 	I
11 06 48.4409	 30.3250122	UMA 	I
11 06 49.4089	 31.3250084	UMA 	I
11 06 50.4011	 32.3250008	UMA 	I
11 06 51.4141	 33.3249931	UMA 	O
11 02 53.2749	 33.3280525	UMA 	I
10 58 55.1637	 33.3313141	UMA 	I
10 54 57.0075	 33.3347778	UMA 	I
10 53 57.4581	 33.3356781	UMA 	O
10 53 58.7249	 34.3356667	UMA 	I
10 54 00.0227	 35.3356590	UMA 	I
10 54 01.3547	 36.3356476	UMA 	I
10 54 02.7177	 37.3356361	UMA 	I
10 54 04.1220	 38.3356285	UMA 	I
10 54 05.5605	 39.3356133	UMA 	O
10 50 07.8781	 39.3393211	UMA 	I
10 46 10.1478	 39.3432312	UMA 	I
10 42 12.4035	 39.3473358	UMA 	I
10 38 14.6799	 39.3516388	UMA 	I
10 34 16.9083	 39.3561401	UMA 	I
10 30 19.1196	 39.3608322	UMA 	I
10 26 21.3515	 39.3657188	UMA 	I
10 22 23.5319	 39.3707962	UMA 	I
10 18 25.6950	 39.3760643	UMA 	I
10 17 26.2590	 39.3774109	UMA 	O
10 17 28.4838	 40.3773880	UMA 	I
10 17 30.7737	 41.3773613	UMA 	O
13 32 48.7983	 76.3590927	UMI 	I
13 28 59.9459	 76.3545532	UMI 	I
13 25 11.1659	 76.3502045	UMI 	I
13 21 22.4820	 76.3460464	UMI 	I
13 17 33.8327	 76.3420792	UMI 	I
13 13 45.2413	 76.3383026	UMI 	I
13 09 56.7429	 76.3347168	UMI 	I
13 06 08.2617	 76.3313217	UMI 	I
13 03 16.9470	 76.3289108	UMI 	O
13 03 30.2097	 75.3289948	UMI 	I
13 03 41.8140	 74.3290787	UMI 	I
13 03 52.0589	 73.3291473	UMI 	I
13 04 01.1741	 72.3292160	UMI 	I
13 04 09.3450	 71.3292694	UMI 	I
13 04 16.7127	 70.3293152	UMI 	I
13 04 23.3937	 69.3293610	UMI 	O
13 08 15.9504	 69.3326645	UMI 	I
13 12 08.5068	 69.3361664	UMI 	I
13 16 01.1355	 69.3398666	UMI 	I
13 19 53.8017	 69.3437576	UMI 	I
13 23 46.4784	 69.3478470	UMI 	I
13 27 39.2307	 69.3521271	UMI 	I
13 31 32.0275	 69.3565979	UMI 	I
13 35 24.8417	 69.3612595	UMI 	I
13 39 17.7383	 69.3661118	UMI 	I
13 43 10.6860	 69.3711548	UMI 	I
13 47 03.6510	 69.3763809	UMI 	I
13 50 56.7089	 69.3817902	UMI 	I
13 54 49.8215	 69.3873825	UMI 	I
13 58 42.9582	 69.3931580	UMI 	I
14 02 36.1947	 69.3991165	UMI 	O
14 02 47.7201	 68.3992691	UMI 	I
14 02 58.2738	 67.3994064	UMI 	I
14 03 07.9761	 66.3995361	UMI 	I
14 03 16.9333	 65.3996506	UMI 	O
14 07 11.4399	 65.4058151	UMI 	I
14 11 05.9637	 65.4121628	UMI 	I
14 15 00.5835	 65.4186859	UMI 	I
14 18 55.2549	 65.4253769	UMI 	I
14 22 49.9541	 65.4322433	UMI 	I
14 26 44.7522	 65.4392853	UMI 	I
14 30 39.6057	 65.4464874	UMI 	I
14 34 34.4899	 65.4538574	UMI 	I
14 38 29.4774	 65.4613953	UMI 	I
14 42 24.5297	 65.4690933	UMI 	I
14 46 19.6133	 65.4769440	UMI 	I
14 50 14.8031	 65.4849625	UMI 	I
14 54 10.0613	 65.4931259	UMI 	I
14 58 05.3613	 65.5014496	UMI 	I
15 02 00.7671	 65.5099182	UMI 	I
15 05 56.2488	 65.5185394	UMI 	I
15 09 51.7716	 65.5273056	UMI 	I
15 13 47.4114	 65.5362167	UMI 	I
15 17 43.1297	 65.5452652	UMI 	I
15 21 38.8897	 65.5544434	UMI 	I
15 25 34.7693	 65.5637665	UMI 	I
15 29 30.7317	 65.5732193	UMI 	I
15 33 26.7387	 65.5828018	UMI 	I
15 37 22.8759	 65.5925140	UMI 	I
15 41 19.0957	 65.6023483	UMI 	O
15 41 04.3947	 66.6020355	UMI 	I
15 40 48.4611	 67.6016998	UMI 	I
15 40 31.1131	 68.6013412	UMI 	I
15 40 12.1512	 69.6009445	UMI 	O
15 44 07.5815	 69.6108627	UMI 	I
15 48 03.1557	 69.6209030	UMI 	I
15 51 58.8402	 69.6310577	UMI 	I
15 55 54.5999	 69.6413193	UMI 	I
15 59 50.5071	 69.6516953	UMI 	I
16 03 46.5311	 69.6621857	UMI 	I
16 07 42.6273	 69.6727676	UMI 	I
16 11 38.8749	 69.6834564	UMI 	I
16 15 35.2455	 69.6942444	UMI 	I
16 19 31.6989	 69.7051239	UMI 	I
16 23 28.3099	 69.7161026	UMI 	I
16 27 25.0380	 69.7271576	UMI 	I
16 31 21.8550	 69.7383041	UMI 	O
16 30 58.0626	 70.7377472	UMI 	I
16 30 31.7711	 71.7371216	UMI 	I
16 30 02.5405	 72.7364349	UMI 	I
16 29 29.8356	 73.7356567	UMI 	I
16 28 52.9698	 74.7347870	UMI 	O
16 32 48.7705	 74.7459641	UMI 	I
16 36 44.7433	 74.7572174	UMI 	I
16 40 40.8393	 74.7685547	UMI 	I
16 44 37.1483	 74.7799606	UMI 	I
16 48 33.6222	 74.7914352	UMI 	I
16 52 30.2405	 74.8029785	UMI 	I
16 56 27.0575	 74.8145828	UMI 	I
17 00 24.0599	 74.8262558	UMI 	I
17 04 21.1929	 74.8379745	UMI 	I
17 08 18.5388	 74.8497543	UMI 	I
17 12 16.0773	 74.8615799	UMI 	I
17 16 13.7457	 74.8734512	UMI 	I
17 20 11.6340	 74.8853683	UMI 	I
17 24 09.7077	 74.8973236	UMI 	I
17 26 08.7929	 74.9033127	UMI 	O
17 25 23.1445	 75.9021683	UMI 	I
17 24 30.6918	 76.9008484	UMI 	I
17 23 29.7381	 77.8993149	UMI 	I
17 22 18.0045	 78.8975143	UMI 	I
17 20 52.2971	 79.8953476	UMI 	O
17 24 49.4233	 79.9073105	UMI 	I
17 28 46.7897	 79.9193039	UMI 	I
17 32 44.4721	 79.9313354	UMI 	I
17 36 42.4293	 79.9433899	UMI 	I
17 40 40.6333	 79.9554672	UMI 	I
17 44 39.1535	 79.9675674	UMI 	I
17 48 37.9551	 79.9796829	UMI 	I
17 50 37.4449	 79.9857483	UMI 	O
17 48 50.4727	 80.9830399	UMI 	I
17 46 37.1535	 81.9796600	UMI 	I
17 43 46.2954	 82.9753265	UMI 	I
17 39 59.3799	 83.9695663	UMI 	I
17 34 43.3787	 84.9615326	UMI 	I
17 26 53.3353	 85.9495697	UMI 	O
17 30 47.1657	 85.9615784	UMI 	I
17 34 41.6481	 85.9736176	UMI 	I
17 38 36.8448	 85.9856873	UMI 	I
17 42 32.7420	 85.9977798	UMI 	I
17 46 29.2983	 86.0098877	UMI 	I
17 50 26.5959	 86.0220108	UMI 	I
17 54 24.6219	 86.0341492	UMI 	I
17 58 23.3339	 86.0462875	UMI 	I
18 02 22.8084	 86.0584412	UMI 	I
18 06 23.0177	 86.0705872	UMI 	I
18 10 23.9340	 86.0827332	UMI 	I
18 14 25.6401	 86.0948715	UMI 	I
18 18 28.1153	 86.1070023	UMI 	I
18 22 31.3047	 86.1191101	UMI 	I
18 26 35.3040	 86.1312103	UMI 	I
18 30 40.0795	 86.1432877	UMI 	I
18 34 45.6035	 86.1553345	UMI 	I
18 38 51.9443	 86.1673508	UMI 	I
18 42 59.0817	 86.1793365	UMI 	I
18 47 06.9745	 86.1912842	UMI 	I
18 51 15.7119	 86.2031860	UMI 	I
18 55 25.2595	 86.2150497	UMI 	I
18 59 35.5830	 86.2268524	UMI 	I
19 03 46.7511	 86.2386093	UMI 	I
19 07 58.7431	 86.2503128	UMI 	I
19 12 11.5247	 86.2619400	UMI 	I
19 16 25.1645	 86.2735138	UMI 	I
19 20 39.6355	 86.2850113	UMI 	I
19 24 54.8961	 86.2964325	UMI 	I
19 29 11.0285	 86.3077774	UMI 	I
